id,wine_searcher_id,description,vintage,name,url,region,region_image,origin,grape_variety,image,producer,average_price,min_price,wine_type,wine_style,offers,query,offer_1,offer_2,offer_3
73416_2007,73416,,2007,2007 Chateau Boswell Dutton Ranch Sebastopol Vineyard Chardonnay,https://www.wine-searcher.com/find/boswell+dutton+ranch+sebastopol+chard+russian+river+valley+sonoma+county+north+coast+california+usa/2007/usa,Russian River Valley,https://www.wine-searcher.com/images/region/russian-river-valley-4691-1-2.jpg?width=131&height=149&fit=crop,"Russian River Valley, USA",Chardonnay,https://www.wine-searcher.com/images/labels/81/15/2007-chateau-boswell-winery-russian-river-valley-10248115.jpg,Chateau Boswell,50.0,65.99,White,Buttery and Complex,"[{'price': 65.99, 'unit_price': 65.99, 'description': 'Boswell Chateau Chardonnay, 750ml', 'seller_name': None, 'url': None, 'name': None, 'seller_address_region': None, 'seller_address_country': None}, {'price': 145.0, 'unit_price': 145.0, 'description': '2021 CHATEAU BOSWELL DUTTON RANCH SEBASTOPOL VINEYARD RUSSIAN RIVER VALLEY CHARDONNAY', 'seller_name': 'Wine Country Connection', 'url': 'https://www.winecountryconnection.net/shop/region-country/usa/california-wines/2021-chateau-boswell-dutton-ranch-sebastopol-vineyard-russian-river-valley-chardonnay/', 'name': None, 'seller_address_region': 'Yountville', 'seller_address_country': 'USA'}]",Chateau Boswell Chardonnay 2007,"{'price': 65.99, 'unit_price': 65.99, 'description': 'Boswell Chateau Chardonnay, 750ml', 'seller_name': None, 'url': None, 'name': None, 'seller_address_region': None, 'seller_address_country': None}","{'price': 145.0, 'unit_price': 145.0, 'description': '2021 CHATEAU BOSWELL DUTTON RANCH SEBASTOPOL VINEYARD RUSSIAN RIVER VALLEY CHARDONNAY', 'seller_name': 'Wine Country Connection', 'url': 'https://www.winecountryconnection.net/shop/region-country/usa/california-wines/2021-chateau-boswell-dutton-ranch-sebastopol-vineyard-russian-river-valley-chardonnay/', 'name': None, 'seller_address_region': 'Yountville', 'seller_address_country': 'USA'}",
48285_2016,48285,Fourth Growth. Quatrieme Grand Cru Classe in 1855.,2016,2016 Chateau Marquis de Terme,https://www.wine-searcher.com/find/marquis+de+terme+margaux+medoc+bordeaux+france/2016/usa,Margaux,https://www.wine-searcher.com/images/region/margaux-900-1-3.jpg?width=131&height=149&fit=crop,"Margaux, France",Bordeaux Blend Red,https://www.wine-searcher.com/images/labels/57/50/chateau-marquis-de-terme-margaux-france-11615750.jpg,Chateau Marquis de Terme,65.0,49.99,Red,Savory and Classic,"[{'price': 49.99, 'unit_price': 49.99, 'description': 'Chateau Marquis de Terme 2016', 'seller_name': 'Internet Wines & Spirits', 'url': 'https://internetwines.com/collections/all/products/chateau-marquis-de-terme-2016-futures', 'name': None, 'seller_address_region': 'Fairview Heights', 'seller_address_country': 'USA'}, {'price': 57.2, 'unit_price': 57.2, 'description': 'Chateau Marquis De Terme Margaux, France, Bordeaux', 'seller_name': 'Saratoga Wine Exchange', 'url': 'https://www.saratogawine.com/product/chateau-marquis-de-terme-margaux-2016-750ml/?utm_source=winesearcher&utm_medium=paidprodlisting&utm_content=819569&utm_campaign=prodfeeds&v=30', 'name': None, 'seller_address_region': 'Ballston Lake', 'seller_address_country': 'USA'}, {'price': 59.98, 'unit_price': 59.98, 'description': 'Chateau Marquis De Terme Margaux, Bordeaux, France', 'seller_name': ""Gordon's Fine Wines & Liquors"", 'url': 'https://gordonswine.com/shop/product/chateau-marquis-de-terme-margaux/65dd0e0134fb1a5bb4a35e27?option-id=627b1b1be028b27f086017b0de92ccd5dc8c0ec70d945db86fcc7cfdb94bed56&utm_source=winesearcher&utm_medium=feed', 'name': None, 'seller_address_region': 'Waltham', 'seller_address_country': 'USA'}, {'price': 61.0, 'unit_price': 61.0, 'description': '2016 Chateau Marquis de Terme Margaux, 750ml', 'seller_name': 'Wine Cellarage', 'url': 'https://winecellarage.com/wine/2016-chateau-marquis-de-terme-margaux-wwosrmts507571000075/', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}, {'price': 67.99, 'unit_price': 67.99, 'description': 'Chateau Marquis de Terme - Margaux (Grand Cru Classe) 2016 (750ml), 750 ml', 'seller_name': 'Yiannis Wine Shop', 'url': 'https://www.yianniswine.com/wines/Ch-teau-Marquis-de-Terme-Margaux-Grand-Cru-Class--2016-w839474534', 'name': None, 'seller_address_region': 'Virginia Beach', 'seller_address_country': 'USA'}]",Chateau Marquis de Terme 2016,"{'price': 49.99, 'unit_price': 49.99, 'description': 'Chateau Marquis de Terme 2016', 'seller_name': 'Internet Wines & Spirits', 'url': 'https://internetwines.com/collections/all/products/chateau-marquis-de-terme-2016-futures', 'name': None, 'seller_address_region': 'Fairview Heights', 'seller_address_country': 'USA'}","{'price': 57.2, 'unit_price': 57.2, 'description': 'Chateau Marquis De Terme Margaux, France, Bordeaux', 'seller_name': 'Saratoga Wine Exchange', 'url': 'https://www.saratogawine.com/product/chateau-marquis-de-terme-margaux-2016-750ml/?utm_source=winesearcher&utm_medium=paidprodlisting&utm_content=819569&utm_campaign=prodfeeds&v=30', 'name': None, 'seller_address_region': 'Ballston Lake', 'seller_address_country': 'USA'}","{'price': 59.98, 'unit_price': 59.98, 'description': 'Chateau Marquis De Terme Margaux, Bordeaux, France', 'seller_name': ""Gordon's Fine Wines & Liquors"", 'url': 'https://gordonswine.com/shop/product/chateau-marquis-de-terme-margaux/65dd0e0134fb1a5bb4a35e27?option-id=627b1b1be028b27f086017b0de92ccd5dc8c0ec70d945db86fcc7cfdb94bed56&utm_source=winesearcher&utm_medium=feed', 'name': None, 'seller_address_region': 'Waltham', 'seller_address_country': 'USA'}"
17987_2015,17987,"Critic tasting note: ""Medium-bodied with thyme, fresh herbs, cherries and a forward style, this wine will drink well young. 86 - 88 Pts"" -",2015,2015 Chateau Taillefer,https://www.wine-searcher.com/find/taillefer+pomerol+bordeaux+france/2015/usa,Pomerol,https://www.wine-searcher.com/images/region/pomerol-906-1-2.jpg?width=131&height=149&fit=crop,"Pomerol, France",Bordeaux Blend Red,https://www.wine-searcher.com/images/labels/57/69/chateau-taillefer-pomerol-france-11755769.jpg,Bernard Moueix,45.0,44.99,Red,Savory and Classic,"[{'price': 44.99, 'unit_price': 44.99, 'description': '2015 Taillefer Pomerol 750ml', 'seller_name': ""Gil Turner's Fine Wines and Spirits"", 'url': 'https://www.gilturners.com/shop/?product-id=65ea6d7e0509535a08d63e4b', 'name': None, 'seller_address_region': 'Los Angeles', 'seller_address_country': 'USA'}]",Chateau Taillefer 2015,"{'price': 44.99, 'unit_price': 44.99, 'description': '2015 Taillefer Pomerol 750ml', 'seller_name': ""Gil Turner's Fine Wines and Spirits"", 'url': 'https://www.gilturners.com/shop/?product-id=65ea6d7e0509535a08d63e4b', 'name': None, 'seller_address_region': 'Los Angeles', 'seller_address_country': 'USA'}",,
46309_2021,46309,,2021,2021 Domaine A.F. Gros Echezeaux Grand Cru,https://www.wine-searcher.com/find/dom+a+f+gros+grand+cru+echezeaux+flagey+cote+de+nuit+burgundy+france/2021/usa,Echezeaux,https://www.wine-searcher.com/images/region/echezeaux-2967-1-3.jpg?width=131&height=149&fit=crop,"Echezeaux, France",Pinot Noir,https://www.wine-searcher.com/images/labels/00/07/domaine-a-f-gros-echezeaux-grand-cru-cote-de-nuits-france-11680007.jpg,Domaine A F Gros,512.0,448.88,Red,Savory and Classic,"[{'price': 448.88, 'unit_price': 448.88, 'description': 'A & F Gros Echezeaux 2021, Burgundy, Morey Saint Denis', 'seller_name': 'Station Plaza Wine', 'url': 'https://www.stationplazawine.com/products/14410960/a-f-gros-echezeaux-2021', 'name': None, 'seller_address_region': 'Bronxville', 'seller_address_country': 'USA'}, {'price': 750.0, 'unit_price': 750.0, 'description': 'Domaine A.F. Gros : Echezeaux Grand cru Domaine 2021 / Burgundy / Echezeaux / Grand cru / Red', 'seller_name': 'Millesima - USA', 'url': 'https://www.millesima-usa.com/domaine-af-gros-echezeaux-grand-cru-domaine-2021-c-cc-1.html?at_medium=comparateurs&at_campaign=winesearcher&at_creation=Domaine+A.F.+Gros+:+Echezeaux+Grand+cru+Domaine+2021', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}, {'price': 1390.0, 'unit_price': 463.33, 'description': '2021 Domaine Anne-Francoise Gros Echezeaux Grand Cru', 'seller_name': 'Larchmont Wine & Liquor', 'url': 'https://larchwine.com/product/2021-domaine-anne-francoise-gros-echezeaux-grand-cru-3x750ml-103619620210300750', 'name': None, 'seller_address_region': 'Larchmont', 'seller_address_country': 'USA'}, {'price': 1442.0, 'unit_price': 480.67, 'description': '2021 Domaine Anne-Francoise Gros Echezeaux Grand Cru', 'seller_name': 'Vint Wine & Spirits Marketplace', 'url': 'https://vintmarketplace.com/product/2021-domaine-anne-francoise-gros-echezeaux-grand-cru-3x750ml-103619620210300750', 'name': None, 'seller_address_region': 'Washington DC', 'seller_address_country': 'USA'}, {'price': 1482.5, 'unit_price': 494.17, 'description': 'Domaine Anne-Francoise Gros, Echezeaux Grand Cru - [[pre-arrival]], Burgundy, France', 'seller_name': 'Wine Empire', 'url': 'https://mywineempire.com/shop/product/domaine-anne-francoise-gros-echezeaux-grand-cru-pre-arrival-/65ba5631d5340a6ec8e08a2e?option-id=4144c298b6c5f7eae446bfe340e957327106b805932efcef96a840eb486d9f0d&utm_source=winesearcher&utm_medium=feed', 'name': None, 'seller_address_region': 'Ashland', 'seller_address_country': 'USA'}]",A.F. Gros Echezeaux 2021,"{'price': 448.88, 'unit_price': 448.88, 'description': 'A & F Gros Echezeaux 2021, Burgundy, Morey Saint Denis', 'seller_name': 'Station Plaza Wine', 'url': 'https://www.stationplazawine.com/products/14410960/a-f-gros-echezeaux-2021', 'name': None, 'seller_address_region': 'Bronxville', 'seller_address_country': 'USA'}","{'price': 750.0, 'unit_price': 750.0, 'description': 'Domaine A.F. Gros : Echezeaux Grand cru Domaine 2021 / Burgundy / Echezeaux / Grand cru / Red', 'seller_name': 'Millesima - USA', 'url': 'https://www.millesima-usa.com/domaine-af-gros-echezeaux-grand-cru-domaine-2021-c-cc-1.html?at_medium=comparateurs&at_campaign=winesearcher&at_creation=Domaine+A.F.+Gros+:+Echezeaux+Grand+cru+Domaine+2021', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}","{'price': 1390.0, 'unit_price': 463.33, 'description': '2021 Domaine Anne-Francoise Gros Echezeaux Grand Cru', 'seller_name': 'Larchmont Wine & Liquor', 'url': 'https://larchwine.com/product/2021-domaine-anne-francoise-gros-echezeaux-grand-cru-3x750ml-103619620210300750', 'name': None, 'seller_address_region': 'Larchmont', 'seller_address_country': 'USA'}"
46308_2021,46308,,2021,2021 Domaine A.F. Gros Richebourg Grand Cru,https://www.wine-searcher.com/find/dom+a+f+gros+grand+cru+richebourg+vosne+romanee+cote+de+nuit+burgundy+france/2021/usa,Richebourg,https://www.wine-searcher.com/images/region/richebourg-2963-1-5.jpg?width=131&height=149&fit=crop,"Richebourg, France",Pinot Noir,https://www.wine-searcher.com/images/labels/99/34/domaine-a-f-gros-richebourg-grand-cru-cote-de-nuits-france-11679934.jpg,Domaine A F Gros,981.0,898.67,Red,Savory and Classic,"[{'price': 983.99, 'unit_price': 983.99, 'description': 'Richebourg AF Gros 2021 (750ML), Burgundy', 'seller_name': 'Zachys Wine and Liquor, Inc.', 'url': 'https://www.zachys.com/sale/smart-sale-guide/deepest-discounts/richebourg-af-gros-2021-750ml-545933.html', 'name': None, 'seller_address_region': 'Port Chester', 'seller_address_country': 'USA'}, {'price': 984.0, 'unit_price': 984.0, 'description': '2021 Domaine Anne-Francoise Gros Richebourg Grand Cru', 'seller_name': 'Vint Wine & Spirits Marketplace', 'url': 'https://vintmarketplace.com/product/2021-domaine-anne-francoise-gros-richebourg-grand-cru-1x750ml', 'name': None, 'seller_address_region': 'Washington DC', 'seller_address_country': 'USA'}, {'price': 1064.39, 'unit_price': 1064.39, 'description': 'A & F Gros Richebourg 2021, Burgundy', 'seller_name': 'Station Plaza Wine', 'url': 'https://www.stationplazawine.com/products/14410961/a-f-gros-richebourg-2021', 'name': None, 'seller_address_region': 'Bronxville', 'seller_address_country': 'USA'}, {'price': 1500.0, 'unit_price': 1500.0, 'description': 'Domaine A.F. Gros : Richebourg Grand cru Domaine 2021 / Burgundy / Richebourg / Grand cru / Red', 'seller_name': 'Millesima - USA', 'url': 'https://www.millesima-usa.com/domaine-af-gros-richebourg-grand-cru-domaine-2021-c-cc-1.html?at_medium=comparateurs&at_campaign=winesearcher&at_creation=Domaine+A.F.+Gros+:+Richebourg+Grand+cru+Domaine+2021', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}, {'price': 2696.0, 'unit_price': 898.67, 'description': '2021 Domaine Anne-Francoise Gros Richebourg Grand Cru', 'seller_name': 'Larchmont Wine & Liquor', 'url': 'https://larchwine.com/product/2021-domaine-anne-francoise-gros-richebourg-grand-cru-3x750ml-103624220210300750', 'name': None, 'seller_address_region': 'Larchmont', 'seller_address_country': 'USA'}]",A.F. Gros Richebourg 2021,"{'price': 983.99, 'unit_price': 983.99, 'description': 'Richebourg AF Gros 2021 (750ML), Burgundy', 'seller_name': 'Zachys Wine and Liquor, Inc.', 'url': 'https://www.zachys.com/sale/smart-sale-guide/deepest-discounts/richebourg-af-gros-2021-750ml-545933.html', 'name': None, 'seller_address_region': 'Port Chester', 'seller_address_country': 'USA'}","{'price': 984.0, 'unit_price': 984.0, 'description': '2021 Domaine Anne-Francoise Gros Richebourg Grand Cru', 'seller_name': 'Vint Wine & Spirits Marketplace', 'url': 'https://vintmarketplace.com/product/2021-domaine-anne-francoise-gros-richebourg-grand-cru-1x750ml', 'name': None, 'seller_address_region': 'Washington DC', 'seller_address_country': 'USA'}","{'price': 1064.39, 'unit_price': 1064.39, 'description': 'A & F Gros Richebourg 2021, Burgundy', 'seller_name': 'Station Plaza Wine', 'url': 'https://www.stationplazawine.com/products/14410961/a-f-gros-richebourg-2021', 'name': None, 'seller_address_region': 'Bronxville', 'seller_address_country': 'USA'}"
58472_2020,58472,"Depending on the vintage, this wine may be labeled as Cuvee Exceptionnelle.",2020,2020 Chateau de la Maltroye Chassagne-Montrachet Rouge,https://www.wine-searcher.com/find/de+la+maltroye+rouge+cote+beaune+chass+montrachet+burgundy+france/2020/usa,Chassagne-Montrachet,https://www.wine-searcher.com/images/region/chassagne-montrachet-1974-1-1.jpg?width=131&height=149&fit=crop,"Chassagne-Montrachet, France",Pinot Noir,https://www.wine-searcher.com/images/labels/97/96/chateau-de-la-maltroye-chassagne-montrachet-rouge-cote-de-beaune-france-11529796.jpg,Chateau de la Maltroye,67.0,55.0,Red,Savory and Classic,"[{'price': 55.0, 'unit_price': 55.0, 'description': '2020 Chateau de la Maltroye, Chassagne-Montrachet Rouge, Cote de Beaune, France 750ml', 'seller_name': 'Fine Wines International', 'url': 'https://www.finewinesinternational.com/wines/2020-chateau-de-la-maltroye-chassagne-montrachet-rouge-cote-de-beaune-france-750ml', 'name': None, 'seller_address_region': 'San Francisco', 'seller_address_country': 'USA'}, {'price': 57.98, 'unit_price': 57.98, 'description': 'Chateau de la Maltroye Chassagne Montrachet Rouge 2020', 'seller_name': 'Wine Exchange', 'url': 'https://www.winex.com/chateau-de-la-maltroye-chassagne-montrachet-rouge-2020.html', 'name': None, 'seller_address_region': 'Santa Ana', 'seller_address_country': 'USA'}, {'price': 69.99, 'unit_price': 69.99, 'description': 'Chateau de la Maltroye : Chassagne-Montrachet Village 2020 / Burgundy / Chassagne-Montrachet / Village / Red', 'seller_name': 'Millesima - USA', 'url': 'https://www.millesima-usa.com/chateau-de-la-maltroye-chassagne-montrachet-village-2020-c-cc-1.html?at_medium=comparateurs&at_campaign=winesearcher&at_creation=Chateau+de+la+Maltroye+:+Chassagne-Montrachet+Village+2020', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}, {'price': 79.0, 'unit_price': 79.0, 'description': 'Chateau De La Maltroye Chassagne Montrachet Rouge 2020, Burgundy, France', 'seller_name': 'Amsterdam Wine Co', 'url': 'https://www.amsterdamwine.com/shop/?product-id=665fa95da3a6e64f99ca4327', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}, {'price': 737.0, 'unit_price': 61.42, 'description': '2020 Chateau de la Maltroye Chassagne Montrachet Rouge', 'seller_name': 'The Wine Connection, San Diego', 'url': 'https://thewineconnection.myshopify.com/products/2020-chateau-de-la-maltroye-chassagne-montrachet-rouge-wbtc', 'name': None, 'seller_address_region': 'San Diego', 'seller_address_country': 'USA'}]",Chateau de la Maltroye Chassagne Montrachet Rouge 2020,"{'price': 55.0, 'unit_price': 55.0, 'description': '2020 Chateau de la Maltroye, Chassagne-Montrachet Rouge, Cote de Beaune, France 750ml', 'seller_name': 'Fine Wines International', 'url': 'https://www.finewinesinternational.com/wines/2020-chateau-de-la-maltroye-chassagne-montrachet-rouge-cote-de-beaune-france-750ml', 'name': None, 'seller_address_region': 'San Francisco', 'seller_address_country': 'USA'}","{'price': 57.98, 'unit_price': 57.98, 'description': 'Chateau de la Maltroye Chassagne Montrachet Rouge 2020', 'seller_name': 'Wine Exchange', 'url': 'https://www.winex.com/chateau-de-la-maltroye-chassagne-montrachet-rouge-2020.html', 'name': None, 'seller_address_region': 'Santa Ana', 'seller_address_country': 'USA'}","{'price': 69.99, 'unit_price': 69.99, 'description': 'Chateau de la Maltroye : Chassagne-Montrachet Village 2020 / Burgundy / Chassagne-Montrachet / Village / Red', 'seller_name': 'Millesima - USA', 'url': 'https://www.millesima-usa.com/chateau-de-la-maltroye-chassagne-montrachet-village-2020-c-cc-1.html?at_medium=comparateurs&at_campaign=winesearcher&at_creation=Chateau+de+la+Maltroye+:+Chassagne-Montrachet+Village+2020', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}"
717_2020,717,,2020,2020 Domaine Faiveley Echezeaux Grand Cru,https://www.wine-searcher.com/find/dom+faiveley+grand+cru+echezeaux+flagey+cote+de+nuit+burgundy+france/2020/usa,Echezeaux,https://www.wine-searcher.com/images/region/echezeaux-2967-1-3.jpg?width=131&height=149&fit=crop,"Echezeaux, France",Pinot Noir,https://www.wine-searcher.com/images/labels/28/26/domaine-faiveley-echezeaux-grand-cru-cote-de-nuits-france-11742826.jpg,Domaine Faiveley,312.0,312.17,Red,Savory and Classic,"[{'price': 1872.99, 'unit_price': 312.17, 'description': 'Dom. Joseph Faiveley Echezeaux Grand Cru [Pre-Arrival]', 'seller_name': 'Flickinger Wines', 'url': 'https://www.flickingerwines.com/wines/C2020ECHFAIVK01872.99LIVEX.aspx?utm_source=referral&utm_medium=winesearcher', 'name': None, 'seller_address_region': 'Chicago', 'seller_address_country': 'USA'}]",Faiveley Echezeaux 2020,"{'price': 1872.99, 'unit_price': 312.17, 'description': 'Dom. Joseph Faiveley Echezeaux Grand Cru [Pre-Arrival]', 'seller_name': 'Flickinger Wines', 'url': 'https://www.flickingerwines.com/wines/C2020ECHFAIVK01872.99LIVEX.aspx?utm_source=referral&utm_medium=winesearcher', 'name': None, 'seller_address_region': 'Chicago', 'seller_address_country': 'USA'}",,
154080_2017,154080,,2017,2017 Domaine Genot Boulanger Les Greves,https://www.wine-searcher.com/find/dom+genot+boulanger+les+greves+beaune+premier+cru+cote+de+burgundy+france/2017/usa,Beaune Les Greves,https://www.wine-searcher.com/images/region/beaune-les-greves-3104-1-1.jpg?width=131&height=149&fit=crop,"Beaune Les Greves, France",Pinot Noir,https://www.wine-searcher.com/images/labels/78/41/chteau-gnot-boulanger-beaune-1er-cru-les-greves-10537841.jpg,Domaine Genot-Boulanger,100.0,100.0,Red,Savory and Classic,"[{'price': 100.0, 'unit_price': 100.0, 'description': 'Genot Boulanger Beaune 1er Cru Greves 2017', 'seller_name': None, 'url': None, 'name': None, 'seller_address_region': None, 'seller_address_country': None}, {'price': 900.0, 'unit_price': 150.0, 'description': 'Genot Boulanger, Beaune Greves [Pre-Arrival]', 'seller_name': 'Westgarth Wines', 'url': 'https://westgarthwines.com/products/france-burgundy-beaune-genot-boulanger-beaune-greves?variant=45946335297703&utm_source=wine-searcher.com&utm_medium=referral&utm_campaign=burgundy_1000', 'name': None, 'seller_address_region': 'Marina Del Rey', 'seller_address_country': 'USA'}]",Genot-Boulanger Beaune Greves 2017,"{'price': 100.0, 'unit_price': 100.0, 'description': 'Genot Boulanger Beaune 1er Cru Greves 2017', 'seller_name': None, 'url': None, 'name': None, 'seller_address_region': None, 'seller_address_country': None}","{'price': 900.0, 'unit_price': 150.0, 'description': 'Genot Boulanger, Beaune Greves [Pre-Arrival]', 'seller_name': 'Westgarth Wines', 'url': 'https://westgarthwines.com/products/france-burgundy-beaune-genot-boulanger-beaune-greves?variant=45946335297703&utm_source=wine-searcher.com&utm_medium=referral&utm_campaign=burgundy_1000', 'name': None, 'seller_address_region': 'Marina Del Rey', 'seller_address_country': 'USA'}",
37156_2017,37156,Leroy wines may be sourced from Leroy own vineyard (domaine) or from negoce (maison). Please ensure your merchant has the one you are looking for.,2017,2017 Leroy Vosne-Romanee,https://www.wine-searcher.com/find/leroy+vosne+romanee+cote+de+nuit+burgundy+france/2017/usa,Vosne-Romanee,https://www.wine-searcher.com/images/region/vosne-romanee-1642-1-3.jpg?width=131&height=149&fit=crop,"Vosne-Romanee, France",Pinot Noir,https://www.wine-searcher.com/images/labels/98/12/domaine-leroy-vosne-romanee-cote-de-nuits-france-11729812.jpg,Domaine Leroy,1655.0,1350.0,Red,Savory and Classic,"[{'price': 1350.0, 'unit_price': 1350.0, 'description': '2017 Maison Leroy Vosne Romanee, Burgundy', 'seller_name': 'JJ Buckley Fine Wines', 'url': 'https://www.jjbuckley.com/wine/2017-maison-leroy-vosne-romanee/2017-259418-750/?wine-searcher', 'name': None, 'seller_address_region': 'Oakland', 'seller_address_country': 'USA'}, {'price': 1350.0, 'unit_price': 1350.0, 'description': 'Maison Leroy Maison Leroy Vosne Romanee 2017', 'seller_name': 'San Francisco Wine Trading Company', 'url': 'https://www.sfwtc.com//wine/2017-maison-leroy-vosne-romanee/2017-259418-750/', 'name': None, 'seller_address_region': 'San Francisco', 'seller_address_country': 'USA'}, {'price': 1525.0, 'unit_price': 1525.0, 'description': '2017 Maison Leroy Vosne-Romanee, 750 ml', 'seller_name': 'Vinfolio', 'url': 'https://vinfolio.com/2017-maison-leroy-vosne-romanee-c-5640209.html', 'name': None, 'seller_address_region': 'Napa', 'seller_address_country': 'USA'}, {'price': 2249.0, 'unit_price': 2249.0, 'description': 'Maison Leroy Vosne Romanee 2017 750ml', 'seller_name': 'Estate Wine Brokers', 'url': 'https://www.estatewinebrokers.com/maison-leroy-vosne-romanee-2017-750ml/', 'name': None, 'seller_address_region': 'Austin', 'seller_address_country': 'USA'}, {'price': 2400.0, 'unit_price': 2400.0, 'description': 'LEROY VOSNE-ROMANEE 2017, 750mL', 'seller_name': 'Naples Fine Wine', 'url': 'https://naplesfinewine.com/product/domaine-leroy-vosne-romanee-2017/', 'name': None, 'seller_address_region': 'Naples', 'seller_address_country': 'USA'}]",Maison Leroy Vosne Romanee 2017,"{'price': 1350.0, 'unit_price': 1350.0, 'description': '2017 Maison Leroy Vosne Romanee, Burgundy', 'seller_name': 'JJ Buckley Fine Wines', 'url': 'https://www.jjbuckley.com/wine/2017-maison-leroy-vosne-romanee/2017-259418-750/?wine-searcher', 'name': None, 'seller_address_region': 'Oakland', 'seller_address_country': 'USA'}","{'price': 1350.0, 'unit_price': 1350.0, 'description': 'Maison Leroy Maison Leroy Vosne Romanee 2017', 'seller_name': 'San Francisco Wine Trading Company', 'url': 'https://www.sfwtc.com//wine/2017-maison-leroy-vosne-romanee/2017-259418-750/', 'name': None, 'seller_address_region': 'San Francisco', 'seller_address_country': 'USA'}","{'price': 1525.0, 'unit_price': 1525.0, 'description': '2017 Maison Leroy Vosne-Romanee, 750 ml', 'seller_name': 'Vinfolio', 'url': 'https://vinfolio.com/2017-maison-leroy-vosne-romanee-c-5640209.html', 'name': None, 'seller_address_region': 'Napa', 'seller_address_country': 'USA'}"
64243_2020,64243,,2020,2020 Domaine Robert Groffier Pere & Fils Bourgogne Pinot Noir,https://www.wine-searcher.com/find/dom+robert+groffier+pere+pinot+noir+bourgogne+rouge+burgundy+france/2020/usa,Bourgogne Rouge,https://www.wine-searcher.com/images/region/bourgogne-rouge-4276-1-4.jpg?width=131&height=149&fit=crop,"Bourgogne Rouge, France",Pinot Noir,https://www.wine-searcher.com/images/labels/18/86/domaine-robert-groffier-pere-fils-bourgogne-pinot-10641886.jpg,Robert Groffier,78.0,63.95,Red,Light and Perfumed,"[{'price': 63.95, 'unit_price': 63.95, 'description': 'Groffier Bourgogne Pinot Noir 2020', 'seller_name': 'Woodland Hills Wine Co.', 'url': 'https://whwc.com/products.php?productId=253320?utm_source=winesearcher&utm_medium=shoppingengine&utm_campaign=feeds&utm_content=Groffier+Bourgogne+Pinot+Noir+2020', 'name': None, 'seller_address_region': 'Los Angeles', 'seller_address_country': 'USA'}, {'price': 64.95, 'unit_price': 64.95, 'description': 'Robert Groffier: Bourgogne, Pinot Noir 2020, 750ml', 'seller_name': ""Sotheby's Wine New York, Retail"", 'url': 'https://wine.sothebys.com/products/robert-groffier-bourgogne-pinot-noir-2020', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}, {'price': 68.0, 'unit_price': 68.0, 'description': '2020 Domaine Robert Groffier Pere & Fils Bourgogne Pinot Noir, Burgundy, France 750ml', 'seller_name': 'Fine Wines International', 'url': 'https://www.finewinesinternational.com/wines/2020-domaine-robert-groffier-pere-fils-bourgogne-pinot-noir-burgundy-france-750ml', 'name': None, 'seller_address_region': 'San Francisco', 'seller_address_country': 'USA'}, {'price': 104.99, 'unit_price': 104.99, 'description': 'Domaine Robert Groffier Bourgogne Pinot Noir', 'seller_name': 'Wine.com', 'url': 'https://www.wine.com/product/1144577?s=winesearcher&cid=winesearcher1144577NY&state=NY', 'name': None, 'seller_address_region': 'Westbury', 'seller_address_country': 'USA'}, {'price': 409.0, 'unit_price': 68.17, 'description': '2020 Robert Groffier Bourgogne Pinot Noir', 'seller_name': 'Vint Wine & Spirits Marketplace', 'url': 'https://vintmarketplace.com/product/2020-robert-groffier-bourgogne-pinot-noir-6x750ml-103588320200600750', 'name': None, 'seller_address_region': 'Washington DC', 'seller_address_country': 'USA'}]",R. Groffier Bourgogne Pinot Noir 2020,"{'price': 63.95, 'unit_price': 63.95, 'description': 'Groffier Bourgogne Pinot Noir 2020', 'seller_name': 'Woodland Hills Wine Co.', 'url': 'https://whwc.com/products.php?productId=253320?utm_source=winesearcher&utm_medium=shoppingengine&utm_campaign=feeds&utm_content=Groffier+Bourgogne+Pinot+Noir+2020', 'name': None, 'seller_address_region': 'Los Angeles', 'seller_address_country': 'USA'}","{'price': 64.95, 'unit_price': 64.95, 'description': 'Robert Groffier: Bourgogne, Pinot Noir 2020, 750ml', 'seller_name': ""Sotheby's Wine New York, Retail"", 'url': 'https://wine.sothebys.com/products/robert-groffier-bourgogne-pinot-noir-2020', 'name': None, 'seller_address_region': 'New York', 'seller_address_country': 'USA'}","{'price': 68.0, 'unit_price': 68.0, 'description': '2020 Domaine Robert Groffier Pere & Fils Bourgogne Pinot Noir, Burgundy, France 750ml', 'seller_name': 'Fine Wines International', 'url': 'https://www.finewinesinternational.com/wines/2020-domaine-robert-groffier-pere-fils-bourgogne-pinot-noir-burgundy-france-750ml', 'name': None, 'seller_address_region': 'San Francisco', 'seller_address_country': 'USA'}"
